"Microrregiao" "SEXO" "IDADE.CAT" "tot.pop"
33015 0 0 107793
33015 0 1 142705
33015 1 0 108402
33015 1 1 121014
33016 0 0 25709
33016 0 1 29735
33016 1 0 26119
33016 1 1 28261
33017 0 0 55250
33017 0 1 57679
33017 1 0 56214
33017 1 1 54590
33018 0 0 2629409
33018 0 1 3485181
33018 1 0 2632106
33018 1 1 2854611
35001 0 0 29905
35001 0 1 45377
35001 1 0 31177
35001 1 1 42738
35002 0 0 21575
35002 0 1 31608
35002 1 0 22177
35002 1 1 29263
35003 0 0 29084
35003 0 1 40863
35003 1 0 30929
35003 1 1 38599
35004 0 0 165310
35004 0 1 224508
35004 1 0 170429
35004 1 1 203287
35005 0 0 48328
35005 0 1 62431
35005 1 0 51737
35005 1 1 58969
35006 0 0 9600
35006 0 1 13158
35006 1 0 10710
35006 1 1 12899
35007 0 0 13215
35007 0 1 19396
35007 1 0 13998
35007 1 1 18728
35008 0 0 16677
35008 0 1 22663
35008 1 0 17939
35008 1 1 21943
35009 0 0 30383
35009 0 1 39222
35009 1 0 31542
35009 1 1 34319
35010 0 0 50169
35010 0 1 56131
35010 1 0 51781
35010 1 1 53308
35011 0 0 22120
35011 0 1 26328
35011 1 0 23003
35011 1 1 24259
35012 0 0 92760
35012 0 1 103840
35012 1 0 95082
35012 1 1 95022
35013 0 0 93415
35013 0 1 112518
35013 1 0 97418
35013 1 1 104848
35014 0 0 243813
35014 0 1 282660
35014 1 0 250367
35014 1 1 255707
35015 0 0 24356
35015 0 1 29165
35015 1 0 25223
35015 1 1 27601
35016 0 0 37936
35016 0 1 52521
35016 1 0 40552
35016 1 1 50701
35017 0 0 53956
35017 0 1 74953
35017 1 0 57925
35017 1 1 69726
35018 0 0 56378
35018 0 1 73244
35018 1 0 59301
35018 1 1 68608
35019 0 0 35660
35019 0 1 45222
35019 1 0 37824
35019 1 1 41514
35020 0 0 125759
35020 0 1 157020
35020 1 0 135439
35020 1 1 143487
35021 0 0 78887
35021 0 1 95656
35021 1 0 82235
35021 1 1 89564
35022 0 0 41886
35022 0 1 45623
35022 1 0 44627
35022 1 1 46298
35023 0 0 47874
35023 0 1 57780
35023 1 0 49086
35023 1 1 52670
35024 0 0 114116
35024 0 1 140788
35024 1 0 117371
35024 1 1 129874
35025 0 0 69337
35025 0 1 86712
35025 1 0 72849
35025 1 1 79879
35026 0 0 54075
35026 0 1 68159
35026 1 0 57429
35026 1 1 62914
35027 0 0 135479
35027 0 1 156433
35027 1 0 139819
35027 1 1 146864
35028 0 0 128422
35028 0 1 153802
35028 1 0 132909
35028 1 1 140952
35029 0 0 42236
35029 0 1 50087
35029 1 0 44272
35029 1 1 46966
35030 0 0 89901
35030 0 1 116083
35030 1 0 93832
35030 1 1 109554
35031 0 0 88276
35031 0 1 104168
35031 1 0 90974
35031 1 1 99461
35032 0 0 608874
35032 0 1 730722
35032 1 0 625948
35032 1 1 665349
35033 0 0 38060
35033 0 1 52357
35033 1 0 39316
35033 1 1 49184
35034 0 0 23742
35034 0 1 33440
35034 1 0 26158
35034 1 1 32809
35035 0 0 30860
35035 0 1 44873
35035 1 0 37725
35035 1 1 45149
35036 0 0 127009
35036 0 1 163571
35036 1 0 132928
35036 1 1 149860
35037 0 0 23456
35037 0 1 32587
35037 1 0 24273
35037 1 1 29457
35038 0 0 72913
35038 0 1 96269
35038 1 0 75482
35038 1 1 85621
35039 0 0 58663
35039 0 1 74710
35039 1 0 61531
35039 1 1 68957
35040 0 0 66439
35040 0 1 81049
35040 1 0 68543
35040 1 1 73886
35041 0 0 60605
35041 0 1 60263
35041 1 0 61950
35041 1 1 57647
35042 0 0 45623
35042 0 1 48332
35042 1 0 50027
35042 1 1 47621
35043 0 0 61094
35043 0 1 67757
35043 1 0 63407
35043 1 1 65060
35044 0 0 34361
35044 0 1 32391
35044 1 0 35428
35044 1 1 32887
35045 0 0 46346
35045 0 1 46635
35045 1 0 48204
35045 1 1 48043
35046 0 0 315825
35046 0 1 353135
35046 1 0 326633
35046 1 1 328254
35047 0 0 147606
35047 0 1 174217
35047 1 0 151359
35047 1 1 160091
35048 0 0 114817
35048 0 1 136657
35048 1 0 118735
35048 1 1 127962
35049 0 0 16693
35049 0 1 18087
35049 1 0 16997
35049 1 1 17086
35050 0 0 336206
35050 0 1 383128
35050 1 0 344879
35050 1 1 350933
35051 0 0 93061
35051 0 1 112183
35051 1 0 96956
35051 1 1 99933
35052 0 0 6223
35052 0 1 6938
35052 1 0 6367
35052 1 1 6753
35053 0 0 15924
35053 0 1 18398
35053 1 0 16634
35053 1 1 19436
35054 0 0 70250
35054 0 1 71179
35054 1 0 71465
35054 1 1 68885
35055 0 0 60385
35055 0 1 60876
35055 1 0 61700
35055 1 1 60631
35056 0 0 51759
35056 0 1 59659
35056 1 0 52651
35056 1 1 54729
35057 0 0 457308
35057 0 1 455472
35057 1 0 458332
35057 1 1 403734
35058 0 0 117476
35058 0 1 108714
35058 1 0 123456
35058 1 1 103915
35059 0 0 343861
35059 0 1 346246
35059 1 0 347660
35059 1 1 309570
35060 0 0 256610
35060 0 1 247882
35060 1 0 259373
35060 1 1 223133
35061 0 0 3226205
35061 0 1 4019039
35061 1 0 3217437
35061 1 1 3342150
35062 0 0 342136
35062 0 1 329421
35062 1 0 346123
35062 1 1 298722
35063 0 0 340180
35063 0 1 428562
35063 1 0 343211
35063 1 1 359060
41001 0 0 62851
41001 0 1 73939
41001 1 0 65048
41001 1 1 68956
41002 0 0 59834
41002 0 1 74560
41002 1 0 60920
41002 1 1 69778
41003 0 0 33203
41003 0 1 38692
41003 1 0 34045
41003 1 1 36493
41004 0 0 26407
41004 0 1 32740
41004 1 0 26851
41004 1 1 30753
41005 0 0 50816
41005 0 1 59256
41005 1 0 52126
41005 1 1 55176
41006 0 0 40951
41006 0 1 51589
41006 1 0 42844
41006 1 1 48527
41007 0 0 18221
41007 0 1 23261
41007 1 0 19079
41007 1 1 21978
41008 0 0 7443
41008 0 1 10118
41008 1 0 7672
41008 1 1 9462
41009 0 0 125560
41009 0 1 152711
41009 1 0 127576
41009 1 1 134630
41010 0 0 66727
41010 0 1 79529
41010 1 0 68239
41010 1 1 72489
41011 0 0 169244
41011 0 1 205355
41011 1 0 170326
41011 1 1 179645
41012 0 0 10326
41012 0 1 12894
41012 1 0 10712
41012 1 1 12426
41013 0 0 31746
41013 0 1 37144
41013 1 0 32018
41013 1 1 36741
41014 0 0 16505
41014 0 1 19347
41014 1 0 17021
41014 1 1 18300
41015 0 0 39341
41015 0 1 50347
41015 1 0 40312
41015 1 1 46281
41016 0 0 28559
41016 0 1 33811
41016 1 0 29435
41016 1 1 30747
41017 0 0 18312
41017 0 1 19826
41017 1 0 19252
41017 1 1 19969
41018 0 0 22596
41018 0 1 26763
41018 1 0 23204
41018 1 1 26296
41019 0 0 41147
41019 0 1 37766
41019 1 0 42306
41019 1 1 37780
41020 0 0 26282
41020 0 1 23893
41020 1 0 26613
41020 1 1 23511
41021 0 0 109528
41021 0 1 109953
41021 1 0 112211
41021 1 1 98289
41022 0 0 87637
41022 0 1 104454
41022 1 0 88935
41022 1 1 96754
41023 0 0 107786
41023 0 1 111798
41023 1 0 109711
41023 1 1 103683
41024 0 0 104161
41024 0 1 104837
41024 1 0 104073
41024 1 1 95729
41025 0 0 21714
41025 0 1 26116
41025 1 0 22594
41025 1 1 24868
41026 0 0 58484
41026 0 1 62948
41026 1 0 60399
41026 1 1 60580
41027 0 0 38381
41027 0 1 42927
41027 1 0 38881
41027 1 1 39235
41028 0 0 19338
41028 0 1 18110
41028 1 0 19894
41028 1 1 18393
41029 0 0 98636
41029 0 1 91232
41029 1 0 100922
41029 1 1 87296
41030 0 0 24618
41030 0 1 20807
41030 1 0 25091
41030 1 1 19853
41031 0 0 32344
41031 0 1 30311
41031 1 0 33940
41031 1 1 31732
41032 0 0 23233
41032 0 1 25268
41032 1 0 24352
41032 1 1 24596
41033 0 0 29262
41033 0 1 28745
41033 1 0 30730
41033 1 1 27954
41034 0 0 15601
41034 0 1 14865
41034 1 0 16135
41034 1 1 15711
41035 0 0 7539
41035 0 1 6506
41035 1 0 7994
41035 1 1 7002
41036 0 0 11959
41036 0 1 12585
41036 1 0 12587
41036 1 1 12315
41037 0 0 750911
41037 0 1 823545
41037 1 0 760500
41037 1 1 725376
41038 0 0 66771
41038 0 1 67173
41038 1 0 67830
41038 1 1 63618
41039 0 0 21998
41039 0 1 21839
41039 1 0 23345
41039 1 1 22349
42001 0 0 39342
42001 0 1 47277
42001 1 0 41295
42001 1 1 46818
42002 0 0 97559
42002 0 1 104886
42002 1 0 100695
42002 1 1 101926
42003 0 0 37638
42003 0 1 38745
42003 1 0 38992
42003 1 1 37090
42004 0 0 79706
42004 0 1 84395
42004 1 0 81674
42004 1 1 80684
42005 0 0 31488
42005 0 1 39510
42005 1 0 32547
42005 1 1 38445
42006 0 0 60230
42006 0 1 61284
42006 1 0 62472
42006 1 1 59753
42007 0 0 31390
42007 0 1 31819
42007 1 0 32345
42007 1 1 30841
42008 0 0 204559
42008 0 1 217512
42008 1 0 213637
42008 1 1 207001
42009 0 0 30781
42009 0 1 30425
42009 1 0 31716
42009 1 1 29704
42010 0 0 68539
42010 0 1 75028
42010 1 0 70505
42010 1 1 70043
42011 0 0 48340
42011 0 1 53943
42011 1 0 50370
42011 1 1 52241
42012 0 0 158612
42012 0 1 183178
42012 1 0 165335
42012 1 1 170251
42013 0 0 140912
42013 0 1 149452
42013 1 0 143470
42013 1 1 137113
42014 0 0 13545
42014 0 1 14025
42014 1 0 14020
42014 1 1 14173
42015 0 0 22341
42015 0 1 23041
42015 1 0 23642
42015 1 1 22883
42016 0 0 206909
42016 0 1 243037
42016 1 0 210795
42016 1 1 217519
42017 0 0 5347
42017 0 1 6363
42017 1 0 5567
42017 1 1 6651
42018 0 0 85709
42018 0 1 103656
42018 1 0 88699
42018 1 1 96795
42019 0 0 88963
42019 0 1 97507
42019 1 0 92407
42019 1 1 90521
42020 0 0 43201
42020 0 1 47882
42020 1 0 44346
42020 1 1 45379
43001 0 0 32017
43001 0 1 48045
43001 1 0 33115
43001 1 1 44099
43002 0 0 30244
43002 0 1 42317
43002 1 0 31411
43002 1 1 39822
43003 0 0 38384
43003 0 1 49064
43003 1 0 39629
43003 1 1 47528
43004 0 0 44448
43004 0 1 63144
43004 1 0 45649
43004 1 1 58412
43005 0 0 12041
43005 0 1 18420
43005 1 0 12608
43005 1 1 17567
43006 0 0 12851
43006 0 1 20091
43006 1 0 13541
43006 1 1 19582
43007 0 0 42167
43007 0 1 58190
43007 1 0 43615
43007 1 1 52999
43008 0 0 39969
43008 0 1 53702
43008 1 0 41193
43008 1 1 49056
43009 0 0 35885
43009 0 1 46298
43009 1 0 36318
43009 1 1 41452
43010 0 0 75718
43010 0 1 92738
43010 1 0 76969
43010 1 1 82278
43011 0 0 33189
43011 0 1 43851
43011 1 0 33788
43011 1 1 39395
43012 0 0 8746
43012 0 1 12737
43012 1 0 9307
43012 1 1 11431
43013 0 0 16534
43013 0 1 18969
43013 1 0 17282
43013 1 1 18705
43014 0 0 26213
43014 0 1 37421
43014 1 0 27585
43014 1 1 36030
43015 0 0 35675
43015 0 1 43147
43015 1 0 37324
43015 1 1 41191
43016 0 0 172636
43016 0 1 218107
43016 1 0 178057
43016 1 1 200817
43017 0 0 24544
43017 0 1 31781
43017 1 0 25041
43017 1 1 29316
43018 0 0 81198
43018 0 1 107264
43018 1 0 81870
43018 1 1 92684
43019 0 0 13083
43019 0 1 18658
43019 1 0 13374
43019 1 1 18125
43020 0 0 70050
43020 0 1 92606
43020 1 0 71867
43020 1 1 85789
43021 0 0 64990
43021 0 1 89459
43021 1 0 67409
43021 1 1 83702
43022 0 0 32491
43022 0 1 46012
43022 1 0 33343
43022 1 1 41123
43023 0 0 45320
43023 0 1 55946
43023 1 0 47204
43023 1 1 54047
43024 0 0 68317
43024 0 1 81980
43024 1 0 69537
43024 1 1 76747
43025 0 0 32047
43025 0 1 37998
43025 1 0 35478
43025 1 1 38085
43026 0 0 845383
43026 0 1 1049074
43026 1 0 853765
43026 1 1 879807
43027 0 0 76258
43027 0 1 95960
43027 1 0 78990
43027 1 1 89911
43028 0 0 29429
43028 0 1 35823
43028 1 0 30620
43028 1 1 34576
43029 0 0 86493
43029 0 1 98909
43029 1 0 87631
43029 1 1 91216
43030 0 0 41226
43030 0 1 54334
43030 1 0 41911
43030 1 1 47477
43031 0 0 39598
43031 0 1 50097
43031 1 0 40274
43031 1 1 43839
43032 0 0 24673
43032 0 1 33518
43032 1 0 25449
43032 1 1 32783
43033 0 0 106708
43033 0 1 144516
43033 1 0 107520
43033 1 1 124171
43034 0 0 11450
43034 0 1 15459
43034 1 0 11811
43034 1 1 14434
43035 0 0 59330
43035 0 1 73932
43035 1 0 60356
43035 1 1 66020
50001 0 0 37807
50001 0 1 30537
50001 1 0 39745
50001 1 1 30603
50002 0 0 27332
50002 0 1 24561
50002 1 0 28546
50002 1 1 24968
50003 0 0 29528
50003 0 1 27782
50003 1 0 30714
50003 1 1 29150
50004 0 0 217767
50004 0 1 229418
50004 1 0 221859
50004 1 1 204807
50005 0 0 14791
50005 0 1 14531
50005 1 0 15796
50005 1 1 15191
50006 0 0 18132
50006 0 1 20048
50006 1 0 18364
50006 1 1 19924
50007 0 0 40439
50007 0 1 36907
50007 1 0 41427
50007 1 1 37473
50008 0 0 22532
50008 0 1 21477
50008 1 0 22895
50008 1 1 21467
50009 0 0 27482
50009 0 1 24412
50009 1 0 28362
50009 1 1 24998
50010 0 0 134141
50010 0 1 117013
50010 1 0 136532
50010 1 1 113233
50011 0 0 59835
50011 0 1 52624
50011 1 0 60862
50011 1 1 53012
51001 0 0 38233
51001 0 1 26821
51001 1 0 39750
51001 1 1 32864
51002 0 0 25227
51002 0 1 21938
51002 1 0 26299
51002 1 1 25677
51003 0 0 37581
51003 0 1 31844
51003 1 0 38818
51003 1 1 35407
51004 0 0 25006
51004 0 1 17507
51004 1 0 26533
51004 1 1 20298
51005 0 0 19859
51005 0 1 15932
51005 1 0 21114
51005 1 1 18730
51006 0 0 52808
51006 0 1 37279
51006 1 0 58134
51006 1 1 43007
51007 0 0 47643
51007 0 1 36601
51007 1 0 49090
51007 1 1 39855
51008 0 0 8688
51008 0 1 6654
51008 1 0 9300
51008 1 1 8254
51009 0 0 30892
51009 0 1 21965
51009 1 0 32442
51009 1 1 26939
51010 0 0 26898
51010 0 1 20847
51010 1 0 28224
51010 1 1 23447
51011 0 0 16420
51011 0 1 16115
51011 1 0 16807
51011 1 1 15905
51012 0 0 18672
51012 0 1 14268
51012 1 0 19307
51012 1 1 15527
51013 0 0 39511
51013 0 1 31507
51013 1 0 40524
51013 1 1 33369
51014 0 0 27491
51014 0 1 25508
51014 1 0 28192
51014 1 1 26243
51015 0 0 8216
51015 0 1 7411
51015 1 0 8577
51015 1 1 8556
51016 0 0 7588
51016 0 1 7025
51016 1 0 8299
51016 1 1 7979
51017 0 0 222780
51017 0 1 208911
51017 1 0 225631
51017 1 1 194265
51018 0 0 34774
51018 0 1 30119
51018 1 0 36178
51018 1 1 31107
51019 0 0 22958
51019 0 1 17928
51019 1 0 23782
51019 1 1 18987
51020 0 0 12533
51020 0 1 13356
51020 1 0 13526
51020 1 1 15092
51021 0 0 69492
51021 0 1 66440
51021 1 0 72684
51021 1 1 67091
51022 0 0 8532
51022 0 1 7808
51022 1 0 9197
51022 1 1 8529
52001 0 0 18461
52001 0 1 18504
52001 1 0 19421
52001 1 1 20315
52002 0 0 20155
52002 0 1 23536
52002 1 0 20922
52002 1 1 23776
52003 0 0 12445
52003 0 1 14723
52003 1 0 13008
52003 1 1 15275
52004 0 0 56564
52004 0 1 57160
52004 1 0 58502
52004 1 1 59200
52005 0 0 17502
52005 0 1 13292
52005 1 0 17646
52005 1 1 14244
52006 0 0 53374
52006 0 1 61379
52006 1 0 55866
52006 1 1 60620
52007 0 0 131305
52007 0 1 142224
52007 1 0 135456
52007 1 1 131235
52008 0 0 12429
52008 0 1 17105
52008 1 0 12676
52008 1 1 16876
52009 0 0 24291
52009 0 1 30138
52009 1 0 25401
52009 1 1 29689
52010 0 0 545622
52010 0 1 545927
52010 1 0 545066
52010 1 1 480115
52011 0 0 29056
52011 0 1 22609
52011 1 0 30948
52011 1 1 24698
52012 0 0 301579
52012 0 1 225944
52012 1 0 304217
52012 1 1 220671
52013 0 0 112954
52013 0 1 105782
52013 1 0 119553
52013 1 1 108144
52014 0 0 26599
52014 0 1 28823
52014 1 0 28282
52014 1 1 29862
52015 0 0 83361
52015 0 1 96777
52015 1 0 86985
52015 1 1 94200
52016 0 0 21161
52016 0 1 24928
52016 1 0 21975
52016 1 1 25150
52017 0 0 34356
52017 0 1 38493
52017 1 0 35960
52017 1 1 38467
52018 0 0 25337
52018 0 1 28266
52018 1 0 27445
52018 1 1 29761
53001 0 0 678428
53001 0 1 662852
53001 1 0 665035
53001 1 1 563845
